frame,ECM
0,155.137630208
1,101.359036458
2,65.98578125
3,88.9710026042
4,102.80984375
5,108.973268229
6,83.0670833333
7,111.516041667
8,75.475390625
9,64.9729036458
10,103.443151042
11,161.052851562
12,138.811289063
13,162.472994792
14,132.112148437
15,92.2866145833
16,241.434908854
17,329.063151042
18,322.784296875
19,287.809114583
20,327.974166667
21,302.843567708
22,313.079427083
23,295.075364583
24,104.478411458
25,26.2379817708
26,0.00209635416667
Convirtiendo texto a pepe.avi
