frame,ECM
0,149.022617188
1,84.7288541667
2,66.9731770833
3,88.8767708333
4,113.853151042
5,90.9677083333
6,90.2939583333
7,113.402421875
8,76.3256510417
9,64.0861588542
10,92.6708723958
11,168.812747396
12,138.948268229
13,160.775299479
14,130.125924479
15,96.802890625
16,231.076393229
17,337.78015625
18,312.220325521
19,263.163229167
20,373.718359375
21,331.036692708
22,324.623385417
23,291.230729167
24,136.807174479
25,41.22546875
26,0.0020703125
Convirtiendo texto a pepe.avi
