frame,ECM
0,84.3156119792
1,108.419309896
2,100.858177083
3,133.785455729
4,84.2370182292
5,65.369296875
6,118.672799479
7,37.4804427083
8,181.971263021
9,157.9334375
10,117.325416667
11,162.316809896
12,70.6960546875
13,260.640703125
14,138.361705729
15,212.101223958
16,387.640078125
17,125.873190104
18,197.351705729
19,109.740039063
20,71.1626171875
21,57.0710677083
22,19.1651171875
23,44.8086979167
24,14.977890625
25,10.7452734375
26,30.50390625
27,7.9062109375
28,24.7282291667
29,19.3005208333
30,15.5734895833
31,12.7908984375
32,2.767109375
33,5.9107421875
34,1.69243489583
35,1.22287760417
36,4.1859375
37,2.55319010417
38,13.6496223958
39,49.0495572917
40,102.195638021
41,206.417799479
42,140.501445313
43,85.0503125
44,39.6948567708
45,9.67977864583
46,7.89802083333
47,8.02014322917
48,22.9078515625
49,8.04592447917
50,25.8975130208
51,81.5364583333
52,53.421328125
53,113.826627604
54,55.87140625
55,20.61578125
56,17.794375
57,1.9732421875
58,2.28825520833
59,9.63826822917
60,14.695703125
61,39.5109244792
62,29.3927473958
63,155.18765625
64,102.043463542
65,80.4675651042
66,140.804231771
67,137.5928125
68,241.398450521
69,176.585729167
70,187.603372396
71,294.2209375
72,141.763033854
73,465.772838542
74,183.906341146
75,147.031458333
76,347.908125
77,167.612981771
78,307.903072917
79,324.291588542
80,498.992786458
81,343.919804688
82,116.076614583
83,6087.8243099
84,0.005625
85,0.00264322916667
86,0.00739583333333
87,0.0034375
88,0.130638020833
89,3.13540364583
90,6.84173177083
91,16.9740885417
92,13.3843229167
93,26.1127864583
94,21.4247526042
95,25.1477213542
96,49.7714322917
97,24.6642317708
98,57.4456510417
99,89.182421875
100,142.682903646
101,189.487721354
102,70.3730078125
103,93.2666927083
104,38.313828125
105,55.3324479167
106,104.928385417
107,39.5543229167
108,80.843203125
109,64.9397135417
110,61.2618880208
111,40.0711328125
112,11.2191666667
113,19.1375
114,4.76282552083
115,1.734453125
116,3.73580729167
117,0.524453125
118,0.586197916667
119,2.02592447917
120,0.971197916667
121,2.38981770833
122,1.09204427083
123,3.39358072917
124,1.32016927083
125,1.21837239583
126,6.90497395833
127,2.29311197917
128,6.73552083333
129,2985.23115885
130,18.3622786458
131,87.2957942708
132,25.45390625
133,76.8252994792
134,24.9444921875
Convirtiendo texto a pepe.avi
